post-19406\Bowery Capital Fellowship Program: Q&A With Recent Grads From The Class Of 2019\qa-bowery-capital-fellowship-program\01/30/2020\https://bowerycap.com/wp-content/uploads/2020/01/IMG_3792-300x225.jpg\Talent | \It's our 4th year running of the Bowery Capital Fellowship Program and we’re in the midst of preparing for a big summer! We’re excited to share that several of our 2019 host companies are returning in 2020 and we’ll also be introducing a few new...
post-19322\Breaking Into VC Platform: Why I Joined Bowery Capital\breaking-into-vc-platform-why-i-joined-bowery-capital\01/28/2020\https://bowerycap.com/wp-content/uploads/2020/01/breaking-into-vc-why-i-joined-bowery-capital-199x300.jpg\Acceleration Team | \It’s my third day in seat and I’ve been getting a lot of questions from my network about why I joined the Bowery Capital team and what my experience was like breaking into VC platform. So I decided to put pen to paper, or rather...
post-19136\BC Startup Sales Podcast – Going International with Eliot Pence (Anduril)\going-international\01/24/2020\https://bowerycap.com/wp-content/uploads/2019/12/Eliot-Image.001-300x225.jpeg\Podcasts | \The team was back in the studio this week for another great episode of the Bowery Capital Startup Sales Podcast. We welcomed Eliot Pence, Head Of International at Anduril Industries, to the show to talk about going international. As more and more b2b companies consider...
post-19290\Founder Refresh Grants & Continuing To Grow Your Company\founder-refresh-grants\01/23/2020\https://bowerycap.com/wp-content/uploads/2020/01/crissy-jarvis-cHhbULJbPwM-unsplash-300x199.jpg\Talent | \Founder refresh grants have been top of mind for us here at Bowery Capital. As many of our portfolio companies mature and raise follow on financing, the Acceleration Team becomes involved in helping founders think about their own equity. It is a fairly common practice...
post-19275\BC Startup Sales Podcast – Eight Years After Predictable Revenue with Aaron Ross (Predictable Revenue)\eight-years-after-predictable-revenue\01/17/2020\https://bowerycap.com/wp-content/uploads/2020/01/Startup-Sales-Podcast-v2.0-Background-Image.001-300x225.jpeg\Podcasts | \In over 150 podcasts we have never done a topic focused on the impact a book has had on an ecosystem of founders. This week, we were excited to bring Aaron Ross on to the show to talk about his experiences and reflections eight years...
post-19281\2020 IT Spending Forecasts Still Showing Strong Growth In Enterprise\2020-it-spending-forecasts\01/16/2020\https://bowerycap.com/wp-content/uploads/2020/01/markus-spiske-3Tf1J8q9bBA-unsplash-300x200.jpg\Insights | \It is January here is business software land which means that the 2020 IT spending forecasts are coming out. They are always exciting to read and dig into. A core part of the Bowery Capital thesis revolves around business software replacement cycles. An easy example...
post-19145\BC Startup Sales Podcast – Internal Promotions with Kelly Del Curto (Lever)\internal-promotions\01/10/2020\https://bowerycap.com/wp-content/uploads/2019/12/Kelly-Image.001-300x225.jpeg\Podcasts | \New week. New podcast! We were back in the studio this week on the Bowery Capital Startup Sales Podcast with our friend Kelly Del Curto from Lever to discuss internal promotions. On our podcast we have covered the importance of creating an internal growth ladder...
post-19260\The 2020 Kick Off – Beginning A New Year At Bowery Capital\2020-kick-off\01/08/2020\https://bowerycap.com/wp-content/uploads/2020/01/tim-mossholder-qjgdslbEn-I-unsplash-300x200.jpg\Insights | \A few years back, one of our limited partners introduced us to their version of the annual kick off. Upon coming back from the holidays, their entire management team goes away and discusses results from the prior year. They also set the tone and goals...
post-19240\Bowery Capital 2019 Gender Study\bowery-capital-2019-gender-study\12/31/2019\https://bowerycap.com/wp-content/uploads/2019/12/Canva-Pie-Graph-Illustration-1-300x199.jpg\Insights | \Every year, our team puts out a gender study to keep ourselves honest about how we are doing as a firm. Below, we catalogued the gender composition for our team, advisors, and major event speakers since the inception of the firm in May 2013, then...
post-19152\The 2019 Startup Sales Stack Report\2019-startup-sales-stack-report\12/20/2019\https://bowerycap.com/wp-content/uploads/2019/12/Screen-Shot-2019-12-20-at-12.20.33-PM-300x224.png\Sales | \We’re pleased to announce the Bowery Capital 2019 Startup Sales Stack Report! Please check it out below. This report is meant to serve as a guiding framework for anyone evaluating sales solutions. Whether sales, marketing, customer success or management, if you’re thinking of using or...
post-19077\BC Startup Sales Podcast – Breaking Into Startup Sales with Matt Hidalgo (Cockroach Labs)\bc-startup-sales-podcast-breaking-into-startup-sales-with-matt-hidalgo-cockroach-labs\12/16/2019\https://bowerycap.com/wp-content/uploads/2019/12/Matt-Startup-Sales-Podcast-Background-Image.001-300x225.jpeg\Podcasts | \This week we were joined by Matt Hidalgo, a recent 2019 Bowery Capital fellow and current Sales Development Representative at Cockroach Labs, to discuss his journey landing the fellowship and breaking into startup sales. We spoke about his role at Cockroach Labs, how he found...
post-18982\BC Startup Sales Podcast – Sales Productivity with Phil Harrell (Forrester)\sales-productivity\11/18/2019\https://bowerycap.com/wp-content/uploads/2019/11/Phil-Harrell.001-300x225.jpeg\Podcasts | \We were back again this week for another episode of the Bowery Capital Startup Sales Podcast and brought on our friend Phil Harrell to talk through sales productivity. This topic comes up frequently within the early stage SaaS ecosystem and being effective at sales productivity...
post-18920\BC Startup Sales Podcast – How To Have Tough Sales Conversations with Trenton Truitt (Apollo GraphQL)\tough-sales-conversations\11/01/2019\https://bowerycap.com/wp-content/uploads/2019/10/Trenton-Image.001-300x225.jpeg\Podcasts | \This week on the Bowery Capital Startup Sales Podcast we welcomed back Trenton Truitt, Chief Sales Officer at Apollo GraphQL, to discuss a wide range of topics around how to have tough sales conversations. What do we mean by tough sales conversations? Whether discussing performance...
post-18944\Mental Health at Early-Stage Startups: Managing Burnout\mental-health-at-early-stage-startups-managing-burnout\10/31/2019\https://bowerycap.com/wp-content/uploads/2019/10/Justin-PatientPop-300x258.jpg\Talent | \Welcome to our second installment in our series on mental health at early stage startups. Read our previous post here with Jake Farmakis. For this post, we spoke with Justin Welsh from The Official Justin, formerly SVP of Sales at PatientPop about managing burnout. “Burnout is...
post-18926\How to Ace a Venture Capital Interview\how-to-ace-a-venture-capital-interview\10/28/2019\https://bowerycap.com/wp-content/uploads/2019/10/Books-300x194.jpg\Insights | \With a rising number of entrepreneurs creating small businesses, an increasing number of angels entering the investing scene, and growing popularity of shows like Shark Tank and The Profit, the venture industry is more active than ever. But with such a large supply of candidates,...
post-18915\BC Startup Sales Podcast – Sales Repositioning with Brian Malkerson (Attentive)\sales-repositioning\10/25/2019\https://bowerycap.com/wp-content/uploads/2019/10/Brian-Sales-Repositioning.001-300x225.jpeg\Podcasts | \We had our friend Brian Malkerson in the studio this week to talk about sales repositioning and how to think about repackaging of your product, materials, and selling model as you scale and grow your software company. This sales repositioning concept relates to a lot...
post-18886\Founder vs. Fund: The Answers Venture Capitalists Need to Invest in Your Startup\founder-vs-fund-the-answers-venture-capitalists-need-to-invest-in-your-startup\10/16/2019\https://bowerycap.com/wp-content/uploads/2019/11/Startup-300x200.jpg\Insights | \“Only 2% of startups that pitch to venture capital funds get funding.” This statistic is true across most venture capital funds—with the number of entrepreneurs and small businesses on the rise, venture capitalists have no problem attracting deal flow. But how do you ensure that...
post-18855\What Will Happen to Venture Capital When the Recession Hits?\what-will-happen-to-venture-capital-when-the-recession-hits\10/02/2019\https://bowerycap.com/wp-content/uploads/2019/10/dollar-300x200.jpg\Insights | \“The four most dangerous words in investing are "This time it’s different." The wise words of legendary investor John Templeton ring true today; with an inverted yield curve appearing after a decade in a bullish market, many economists in the United States are predicting an economic...
post-18776\BC Startup Sales Podcast – Scaling Sales Teams Quickly As You Go Global with Rich Liu (TripActions)\scaling-sales-teams-quickly\09/27/2019\https://bowerycap.com/wp-content/uploads/2019/12/Startup-Sales-Podcast-v2.0-Background-Image.001-300x225.jpeg\Podcasts | \This week Rich Liu, the Chief Revenue Officer of TripActions, joined us to discuss scaling sales teams quickly as you go global. In prior podcasts, we've discussed how to scale CS and Marketing functions. This is our first look into scaling a sales function. We...
post-18743\Mental Health at Early-Stage Startups: Finding Your Passion\mental-health-at-early-stage-startups-finding-your-passion\09/05/2019\https://bowerycap.com/wp-content/uploads/2019/08/Alice-Financial-Jake-300x213.png\Talent | \We’re excited to announce a new series focused on raising awareness around mental health at early-stage startups. Historically, mental health has been stigmatized and a touchy subject to discuss. As an HR professional, I’ve spent countless hours working through difficult personal and professional situations with...
post-18705\Keeping Product and Sales Aligned: Define Your Processes\keeping-product-and-sales-aligned-define-your-processes\08/14/2019\https://bowerycap.com/wp-content/uploads/2019/08/ActionIQ-Nitay-v-300x197.png\Insights | \Two of the core pillars of all B2B SaaS startups are their product and sales teams. It is critical, therefore, that these teams must be well-aligned and cohesive. Product teams tend to be largely inward-looking while sales teams are, by nature, customer-focused. This disconnect can...
post-18595\Week 7 of VC School: Venture Platform Portfolio Management\week-7-of-vc-school-venture-platform-portfolio-management\08/13/2019\https://bowerycap.com/wp-content/uploads/2019/08/john-schnobrich-2FPjlAyMQTA-unsplash-300x200.jpg\Insights | \“Week 7 of VC School: Venture Platform Portfolio Mangement” is part of a ten-week series from the interns at Bowery Capital. The series will cover lessons learned and concepts covered during the weekly “VC School” meeting, a program taught by the Bowery Capital team designed...
post-18450\BC Startup Sales Podcast – Building Your Post-Seed Sales Machine with Brandon Gracey (GasLight Solutions)\building-post-seed-sales-machine\08/09/2019\https://bowerycap.com/wp-content/uploads/2019/07/Startup-Sales-Podcast-v2.0-Background-Image.001-300x225.jpeg\Podcasts | \This week we were joined on the podcast by our friend Brandon Gracey, seasoned B2B salesman and Principal at GasLight Solutions, to talk Building Your Early, Post-Seed Sales Machine. For this conversation, we dug into the process of building your sales team after a seed...
post-18537\Seed Deals by the Numbers: NYC vs SF\seed-deals-by-the-numbers-nyc-vs-sf\08/05/2019\https://bowerycap.com/wp-content/uploads/2019/07/nasa-_SFJhRPzJHs-unsplash-300x200.jpg\Insights | \As per the 2Q 2019 Pitchbook-NVCA Venture Monitor, 2019 is nearly on track to match 2018's record of $134.7B in total venture deal value. The number of mega-deals has ballooned from 36 in 2013 to 208 in 2018, partially as a result of institutional and...
post-18566\Effects of the Trade War on Early Venture\effects-of-the-trade-war-on-early-venture\08/05/2019\https://bowerycap.com/wp-content/uploads/2019/08/Trade-War-300x200.jpg\Insights | \The amount of capital pouring into venture as a whole has increased substantially. Early stage venture, in particular, has seen a lot more focus in the last few years, as highlighted in this previous Bowery Capital blog post. A sizable portion of venture investment capital...
post-18535\Week 6 of VC School: Fund Level Portfolio Management\week-6-of-vc-school-fund-level-portfolio-management\08/02/2019\https://bowerycap.com/wp-content/uploads/2019/07/carlos-muza-hpjSkU2UYSU-unsplash-300x214.jpg\Insights | \“Week 6 of VC School: Fund Level Portfolio Mangement” is part of a ten-week series from the interns at Bowery Capital. The series will cover lessons learned and concepts covered during the weekly “VC School” meeting, a program taught by the Bowery Capital team designed...
post-18514\Keeping Product and Sales Aligned: Know Your Customer\keeping-product-and-sales-aligned-know-your-customer\07/29/2019\https://bowerycap.com/wp-content/uploads/2019/07/Electric-AI-Ryan-Post-300x222.png\Insights | \Two of the core pillars of all B2B SaaS startups are their product and sales teams. It is critical, therefore, that these teams must be well-aligned and cohesive. Product teams tend to be largely inward-looking while sales teams are, by nature, customer-focused. This disconnect can...
post-18491\Thoughts On VC Firms Incubating Ideas\thoughts-on-vc-firms-incubating-ideas\07/25/2019\https://bowerycap.com/wp-content/uploads/2019/07/austin-distel-wD1LRb9OeEo-unsplash-300x225.jpg\Insights | \A trend that we have been seeing across the industry is VC firms incubating ideas. In house incubation of startups has been gaining popularity with the rise of startup studios. Popularized by companies such as Betaworks, these studios are essentially variations on the accelerator model....
post-18471\Establishing a Framework for Customer Success\establishing-a-framework-for-customer-success\07/24/2019\https://bowerycap.com/wp-content/uploads/2019/07/jungwoo-hong-cYUMaCqMYvI-unsplash-300x200.jpg\Customer Success | \The Acceleration Team here at Bowery Capital pays close attention to our portfolio companies' early customer success, and for good reason. With the trend of enterprise sales cycles becoming more complex and at times longer, we have seen the continued rise of land-and-expand sales models....
post-18383\Why M&A Over IPO in Digital Health\ma-over-ipo-in-digital-health\07/22/2019\https://bowerycap.com/wp-content/uploads/2019/07/New-York-Stock-Exchange-300x200.jpg\Insights | \2018 was a record year for startup exits. Whether M&A or IPO, exits in 2018 exceeded $120B, for the first time since 2012. For the top unicorns, the count of IPOs more than doubled the count of M&As. In digital health, however, one hundred and...
post-18395\Investor Perspective: Josh Kopelman (First Round)\investor-perspective-josh-kopelman-first-round\07/22/2019\https://bowerycap.com/wp-content/uploads/2019/07/saketh-garuda-IbFIHMRChCY-unsplash-225x300.jpg\Insights | \It's been a while since we last discussed lessons learned from top venture investors. Today, we'll dive into First Round Partner Josh Kopelman's investor perspective on all things early-stage startups, discussed on the Dorm Room Tycoon Podcast with William Channer. Kopelman started off as a...
post-18377\Week 5 of VC School: Deal Execution and Term Sheets\week-5-of-vc-school-deal-execution-and-term-sheets\07/19/2019\https://bowerycap.com/wp-content/uploads/2019/07/mari-helin-ilSnKT1IMxE-unsplash-300x200.jpg\Insights | \“Week 5 of VC School: Deal Execution and Term Sheets” is part of a ten-week series from the interns at Bowery Capital. The series will cover lessons learned and concepts covered during the weekly “VC School” meeting, a program taught by the Bowery Capital team...
post-18360\Keeping Product and Sales Aligned: Customer Engagement\keeping-product-and-sales-aligned-customer-engagement\07/15/2019\https://bowerycap.com/wp-content/uploads/2019/07/StreetCred-Randy-Post-300x224.png\Insights | \Two of the core pillars of all B2B SaaS startups are their product and sales teams. Therefore, these teams must be well-aligned and cohesive. Product teams tend to be largely inward-looking while sales teams are, by nature, customer-focused. This disconnect may be exacerbated, in part,...
post-18260\Navigating the New Landscape of Seed Rounds\navigating-the-new-landscape-of-seed-round-fundraising\07/12/2019\https://bowerycap.com/wp-content/uploads/2019/07/jp-valery-lVFoIi3SJq8-unsplash-300x200.jpg\Insights | \The landscape for raising a Seed round has changed considerably over the past few years. Due to a shift towards later IPOs for tech startups, more and more public-market capital has been invested in late-stage venture rounds. As a result, mega-rounds (>$100mm) now account for...
post-18329\Opportunities in Construction Software\undefined\07/11/2019\undefined\All | \Here at Bowery Capital we spend a lot of time thinking about the changing vertical software landscape. Despite being a long topic of conversation the construction industry remains a popular target for opportunities in vertical software. Not surprisingly, construction has historically been left out of...
post-18228\Week 4 of VC School: Quantitative Due Diligence\week-4-of-vc-school-quantitative-due-diligence\07/11/2019\https://bowerycap.com/wp-content/uploads/2019/07/william-iven-jrh5lAq-mIs-unsplash-300x199.jpg\Insights | \“Week 4 of VC School: Quantitative Due Diligence” is part of a ten-week series from the interns at Bowery Capital. The series will cover lessons learned and concepts covered during the weekly “VC School” meeting, a program taught by the Bowery Capital team designed to...
post-18213\Post-Raise Equity Calculator Walk-Through\post-raise-equity-calculator-walk-through\07/10/2019\https://bowerycap.com/wp-content/uploads/2019/07/photo-1521791055366-0d553872125f-300x200.jpg\Insights | \Calculating equity dilution can get complicated, leaving some founders wondering how much of the company they will really own after the fund raise is all said and done. In this post, we've broken down the dilution calculation into a straightforward spreadsheet, such that any founder...
post-18194\Breaking into Healthcare SaaS: Top Considerations\breaking-into-healthcare-saas\07/08/2019\https://bowerycap.com/wp-content/uploads/2019/07/photo-1486049125644-f35e226a5e14-300x200.jpg\Insights | \Adoption of technology in healthcare has historically been slow. Appetite for SaaS uptake in healthcare, however, has started to accelerate in the last 2-3 years. Healthcare processes have become archaic and outdated, with physicians and healthcare professionals still recording patient data on physically, on paper....
post-18164\Announcing our 2019 Bowery Capital Fellows!\announcing-our-2019-bowery-capital-fellows\07/03/2019\https://bowerycap.com/wp-content/uploads/2019/07/49B52685-446D-4E2B-B960-D70DB69288B2-1-237x300.jpg\Talent | \Last month, we kicked off year 3 of the Bowery Capital Fellowship. We had a record number of applicants (over 100 undergrads) and we’re pleased to announce our 2019 Bowery Capital Fellows: Yash Gurditta (Columbia University), Avani Bahl (Barnard College), Eliza Loftus (University of Pittsburgh),...
post-18090\Week 3 of VC School: Qualitative Due Diligence\qualitative-due-diligence-week-3-of-vc-school\07/02/2019\https://bowerycap.com/wp-content/uploads/2019/07/helloquence-5fNmWej4tAA-unsplash-300x200.jpg\Insights | \"Week 3 of VC School: Qualitative Due Diligence" is part of a ten-week series from the interns at Bowery Capital. The series will cover lessons learned and concepts covered during the weekly "VC School" meeting, a program taught by the Bowery Capital team designed to...
post-18011\Week 2 of VC School: Venture Capital Deal Sourcing\venture-capital-deal-sourcing\07/01/2019\https://bowerycap.com/wp-content/uploads/2019/06/daria-nepriakhina-474558-unsplash-300x194.jpg\Insights | \"Week 2 of VC School: Venture Capital Deal Sourcing" is part of a ten-week series from the interns at Bowery Capital. The series will cover lessons learned and concepts covered during the weekly "VC School" meeting, a program taught by the Bowery Capital team designed...
post-18027\Keeping Product and Sales Aligned: Bridging the Gap\keeping-product-and-sales-aligned-bridging-the-gap\07/01/2019\https://bowerycap.com/wp-content/uploads/2019/07/Fero-Labs-Berk-and-Pamir-Slider-300x158.png\Insights | \Two of the core pillars of all B2B SaaS startups are their product and sales teams. Intuitively, this makes sense. You build a great service, and then you sell it. What is less intuitive but equally critical, however, is team messaging and bridging the gap...
post-17961\SaaS Opportunities in the Cannabis Vertical\saas-opportunities-in-the-cannabis-vertical\06/28/2019\https://bowerycap.com/wp-content/uploads/2019/06/spencer-watson-dEOC8M_lmxI-unsplash-300x225.jpg\Insights | \We first made note of the opportunity for software to bring structure and efficiency to the cannabis vertical in our Opportunities in Vertical Software v2.0. In our third edition, we focused on cannabis as a high growth market with many opportunities. While the US market...
post-17912\BC Startup Sales Podcast – Increasing Leads Through Customer Segmentation with David Appel (Sage Intacct)\increasing-leads-customer-segmentation\06/28/2019\https://bowerycap.com/wp-content/uploads/2019/06/DA-Image.001-300x225.jpeg\Podcasts | \This week we were joined on the podcast by our friend David Appel to talk Increasing Leads Through Customer Segmentation. David is a regular on our show and came on in 2018 to talk through SaaS dashboards and how to build correct metrics for success. This...
post-17958\Week 1 of VC School: Introduction to Venture Capital\introduction-to-venture-capital-week-1-of-vc-school\06/26/2019\https://bowerycap.com/wp-content/uploads/2019/06/daria-nepriakhina-474558-unsplash-300x194.jpg\Insights | \"Week 1 of VC School: Introduction to Venture Capital" is part of a ten-week series from the interns at Bowery Capital. The series will cover lessons learned and concepts covered during the weekly "VC School" meeting, a program taught by the Bowery Capital team designed...
post-17934\Take a Look at Electron for Your Next Application\take-a-look-at-electron\06/24/2019\https://bowerycap.com/wp-content/uploads/2019/06/photo-1531496681078-27dc2277e898-300x225.jpg\Insights | \Electron is an open-sourced framework that utilizes Chromium, the rendering engine behind Google Chrome, to allow developers to create desktop applications with web development tools/construct such as HTML, CSS, and JavaScript. In contrast to a standard framework such as .NET, which is limited primarily to...
post-17888\Integrating AI with Remote Working Software\integrating-ai-with-remote-working-software\06/21/2019\https://bowerycap.com/wp-content/uploads/2019/06/daria-nepriakhina-297141-unsplash-300x200.jpg\Insights | \Supported by increased software capabilities, rising costs in major tech hubs such as NYC and SF and a re-thinking of what a work-life balance should look like, "the office" as we know it is shifting quickly. Whether it be established companies integrating remote working options...
post-17889\Software Innovations for Restaurant Delivery\restaurant-delivery-software\06/20/2019\https://bowerycap.com/wp-content/uploads/2019/06/frank-zhang-1152511-unsplash-300x200.jpg\Insights | \Food delivery has gone from being a luxury for affluent diners to being a ubiquitous part of the restaurant industry.  The influx in venture capital investments in the food delivery space has shown the industry is large and growing. To succeed restaurants will need to...
post-17869\BC Startup Sales Podcast – From Good To Great: Transforming Your QBR Process with Karen Rhorer (Atrium)\transforming-the-qbr-process\06/07/2019\https://bowerycap.com/wp-content/uploads/2019/06/Karen-Podcast.001-300x225.jpeg\Podcasts | \This week, we shifted gears on the Bowery Capital Startup Sales Podcast and discussed transforming your QBR process with our friend Karen Rhorer. Karen is the Customer Success & Sales Strategy Lead at Atrium, a software business building smart analytics to help teams make better-informed...
post-17845\BC Startup Sales Podcast – The Why, Try, Buy Method For Open Source Sales with James Weitzman (Cockroach Labs)\the-why-try-buy-method\05/31/2019\https://bowerycap.com/wp-content/uploads/2019/05/Startup-Sales-Podcast-v2.0-Background-Image.001-300x225.jpeg\Podcasts | \This week, we hosted James Weitzman, Director of Commercial Sales at Cockroach Labs, and discussed a new concept he has been working on called “The Why, Try, Buy Method For Open Source Sales.” Building early sales motion in the open source community is hard enough...
post-17820\Announcing Accelerate: A Go-To-Market Bootcamp for Founders in NYC\announcing-accelerate-a-go-to-market-bootcamp-for-founders-in-nyc\04/30/2019\https://bowerycap.com/wp-content/uploads/2019/04/image-300x275.png\Talent | Acceleration Team | All | Sales | \We're excited to announce that Bowery Capital and Silicon Valley Bank are now accepting applications from startups for the inaugural season of a free go-to-market bootcamp called Accelerate. Accelerate will cover sales, marketing, hiring, and pitching VCs in a weekly workshop environment. It will take...
post-17794\The Top 3 LinkedIn Sales Lessons\the-top-3-linkedin-sales-lessons\04/05/2019\https://bowerycap.com/wp-content/uploads/2019/04/8B639EC6-2C6C-497A-8298-9362349F90D9-300x150.png\Sales | \We returned this week to Columbia Business School where Mike Romoff, Head of Global Agency and Channel Sales offered his Top 3 LinkedIn Sales Lessons. Before we jump in, a little more about Mike. Prior to leading the Global Agency and Channel Sales Team, he...
post-17788\The 10 Best Software Books For Aspiring VCs\10-best-software-books-for-aspiring-vcs\04/01/2019\https://bowerycap.com/wp-content/uploads/2019/04/matt-noble-1253703-unsplash-300x200.jpg\Insights | \We frequently get asked throughout our due diligence process as well as our interview process for fall, spring, and summer interns what are the great books to read to understand the technology ecosystem, the B2B world, and the foundations of business software. Understanding where the...
post-17780\Sunday B2B Book Review: The Intel Trinity by Michael Malone\sunday-b2b-book-review-the-intel-trinity-by-michael-malone\03/24/2019\https://bowerycap.com/wp-content/uploads/2019/03/Copy-of-Copy-of-Copy-of-Sunday-B2B-Book-Review_-Winners-Dream-300x150.png\Insights | \This Sunday we take a right turn with our book reviews and bring you a book review of The Intel Trinity by Michael Malone. While a lot of the story is lost on the millennial generation, Intel helped pioneer the silicon-based memory chips from which...
post-17757\Vertical Software Maturing Within The B2B Landscape\vertical-software-maturing-within-the-b2b-landscape\03/01/2019\https://bowerycap.com/wp-content/uploads/2019/02/dave-ruck-1075659-unsplash-300x229.jpg\Insights | \Since 2016, we at Bowery Capital have spent a fair amount of time focused on the impact of business software on a variety of verticals. We chose 10 verticals for our inaugural piece, titled Opportunities In Vertical Software and went deep into understanding what it...
post-17756\Vinod Khosla’s Lessons For Entrepreneurs\vinod-khoslas-lessons-for-entrepreneurs-copy\02/22/2019\https://bowerycap.com/wp-content/uploads/2019/02/rawpixel-653764-unsplash-300x196.jpg\Insights | \As the new class of Bowery Capital interns began, we took time to listen to Vinod Khosla give his top lessons for entrepreneurs on Y Combinator’s podcast.  Before we dive in, a little more about Vinod.  He is the founder of Khosla Ventures, a firm...
post-17725\Sales Intelligence Tools: How Will DiscoverOrg’s Acquisition of ZoomInfo Affect Sellers?\sales-intelligence-tools-consolidation\02/20/2019\https://bowerycap.com/wp-content/uploads/2019/02/Fishes-300x211.png\Acceleration Team | Insights | Sales | \A few months ago we wrote about Zoominfo’s acquisition of Datanyze in an effort to strengthen its suite of sales intelligence tools. Well, along comes another fish to swallow the first two! DiscoverOrg, a best-in-class B2B contact database founded in 2007, acquired Zoominfo, another best-in-class B2B contact...
post-17720\Enterprise AI: Why It Matters & What Will Drive Adoption\enterprise-ai\02/19/2019\https://bowerycap.com/wp-content/uploads/2019/02/AI1-300x225.jpeg\Insights | \Artificial intelligence (AI) is not a novel concept, instead, gaining prominent attention over several decades across the likes of academia, literature, and television. Famously, in his book 1984 (published in 1949), George Orwell vividly predicted a not-so-distant future that featured advanced machine learning phenomena such...
